MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
30,60,8967,5,2,1920,1950,0,0,961,961,1077,0,1077,0,0,1,0,2,1,6,1920,1,338,0,0,0,11,2007,67000
60,65,8125,7,5,2006,2007,812,0,280,1092,1112,438,1550,1,0,2,0,2,1,7,2007,2,438,0,0,0,10,2009,241000
120,38,14963,8,5,1996,1996,786,0,474,1260,1288,0,1288,1,0,1,1,1,1,4,1996,2,500,120,224,0,12,2008,245500
20,65,8767,7,5,2005,2005,24,0,1286,1310,1310,0,1310,0,0,2,0,3,1,6,2005,2,400,0,0,0,7,2006,164990
30,60,10200,5,8,1940,1997,0,0,672,672,672,0,672,0,0,1,0,2,1,4,1940,1,240,168,0,0,8,2008,108000
60,93,12090,8,5,1998,1998,0,0,1141,1141,1165,1098,2263,0,0,2,1,4,1,10,1998,2,420,144,0,0,7,2006,258000
60,NA,10364,6,5,1995,1996,0,0,806,806,806,766,1572,0,0,2,1,3,1,7,1995,2,373,0,0,0,5,2007,168000
20,NA,9991,4,4,1976,1993,1116,0,165,1281,1620,0,1620,1,0,2,0,3,1,8,1993,2,490,120,0,0,6,2009,150000
50,51,10480,6,5,1936,1950,0,0,1064,1064,1166,0,1639,0,0,1,0,3,1,6,1936,1,240,0,0,0,3,2008,115000
70,63,15576,6,7,1915,1976,0,0,840,840,840,840,1680,0,0,2,0,4,1,8,1960,1,308,0,0,0,3,2008,177000
60,109,14154,7,5,2006,2006,0,0,1063,1063,1071,1101,2172,0,0,2,1,3,1,9,2006,3,947,192,0,0,8,2007,280000
60,85,10800,8,5,2007,2008,789,0,245,1034,1050,1028,2078,1,0,2,1,3,1,8,2008,3,836,0,0,0,4,2008,339750
20,68,9571,5,3,1958,1958,0,0,1276,1276,1276,0,1276,0,0,1,0,3,1,5,1958,1,350,0,0,0,6,2009,60000
190,100,34650,5,5,1955,1955,1056,0,0,1056,1056,0,1056,1,0,1,0,3,1,5,1955,2,572,264,0,0,1,2006,145000
20,NA,4403,7,5,2009,2009,578,0,892,1470,1478,0,1478,1,0,2,1,2,1,7,2009,2,484,0,0,0,6,2010,222000
30,56,8960,5,6,1927,1950,0,0,1008,1008,1028,0,1028,0,0,1,0,2,1,5,1927,2,360,0,0,0,3,2010,115000
60,59,11228,7,5,1993,1993,50,531,499,1080,1080,1017,2097,0,1,2,1,3,1,9,1993,3,678,196,0,0,12,2008,228000
20,73,8899,7,5,2007,2007,24,0,1316,1340,1340,0,1340,0,0,2,0,3,1,6,2007,2,396,100,0,0,8,2007,181134
60,74,7844,6,7,1978,1978,209,0,463,672,672,728,1400,0,0,1,1,3,1,6,1978,2,440,0,0,0,3,2006,149500
70,86,22420,6,6,1918,1950,1128,0,242,1370,1370,1254,2624,1,0,2,1,4,1,10,1918,3,864,0,0,0,11,2007,239000
50,60,8160,5,6,1940,1950,312,0,444,756,756,378,1134,1,0,1,1,3,1,7,1940,1,240,0,0,0,4,2007,126000
20,65,8450,5,6,1968,1968,775,0,281,1056,1056,0,1056,1,0,1,0,3,1,6,1968,1,304,0,0,0,7,2010,142000
90,78,7060,7,5,1997,1998,1309,0,35,1344,1344,0,1344,2,0,2,0,2,2,8,1997,4,784,0,0,0,11,2008,206300
20,NA,16635,6,7,1977,2000,1246,0,356,1602,1602,0,1602,0,1,2,0,3,1,8,1977,2,529,240,0,0,6,2009,215000
20,100,21750,5,5,1954,1954,0,0,988,988,988,0,988,0,0,1,0,2,1,4,1954,2,520,0,0,0,2,2008,113000
60,80,9200,8,5,1998,1998,986,0,484,1470,1470,1160,2630,1,0,2,1,4,1,8,1998,3,696,0,0,0,6,2008,315000
20,72,9000,6,5,1956,1956,616,0,580,1196,1196,0,1196,1,0,1,0,2,1,6,1956,1,297,0,0,0,5,2008,139000
60,60,3378,7,8,1946,1992,0,0,651,651,707,682,1389,0,0,1,1,3,1,6,1947,1,240,0,0,0,9,2009,135000
80,NA,12800,7,5,1989,1989,1518,0,0,1518,1644,0,1644,1,1,2,0,2,1,5,1989,2,569,80,396,0,8,2009,275000
20,77,8593,4,6,1957,1957,288,0,619,907,907,0,907,0,0,1,0,3,1,5,1964,1,352,0,0,0,7,2008,109008
20,64,6762,7,5,2007,2007,664,0,544,1208,1208,0,1208,1,0,2,0,2,1,6,2007,2,628,105,0,0,9,2007,195400
20,130,11457,6,5,1988,1988,1005,0,387,1392,1412,0,1412,1,0,2,0,3,1,6,1988,2,576,0,0,0,3,2009,175000
160,21,1680,6,5,1971,1971,387,0,96,483,483,504,987,0,0,1,1,2,1,4,1971,1,264,0,0,0,7,2008,85400
50,60,5586,6,7,1920,1998,0,0,901,901,1088,110,1198,0,0,1,0,4,1,7,NA,0,0,0,0,0,9,2008,79900
160,24,1920,5,5,1971,1971,471,0,294,765,765,600,1365,1,0,1,1,2,1,6,1971,2,440,240,0,0,8,2007,122500
60,100,10839,6,5,1997,1998,0,0,926,926,926,678,1604,0,0,2,1,3,1,7,1997,2,470,0,0,0,7,2008,181000
180,21,1890,4,7,1972,1972,495,0,135,630,630,0,630,1,0,1,0,1,1,3,NA,0,0,88,0,0,6,2008,81000
60,43,10667,7,6,1996,1996,385,344,70,799,827,834,1661,1,0,2,1,3,1,6,1996,2,550,158,0,0,4,2009,212000
50,40,4400,6,8,1920,1950,0,0,648,648,734,384,1118,0,0,1,0,2,1,6,1990,2,440,0,0,0,10,2006,116000
45,50,6000,6,7,1926,2004,0,0,884,884,904,0,904,0,0,1,0,2,1,4,1926,1,180,0,0,0,1,2009,119000
30,40,4280,5,6,1913,2002,365,0,75,440,694,0,694,0,0,1,0,2,1,4,1990,1,352,0,0,0,3,2007,90350
50,67,12354,6,8,1920,2000,0,0,684,684,684,512,1196,0,0,1,0,3,1,7,2005,2,528,0,0,0,8,2009,110000
20,105,15431,10,5,2008,2008,1767,539,788,3094,2402,0,2402,1,0,2,0,2,1,10,2008,3,672,0,170,0,4,2009,555000
90,92,12108,4,4,1955,1955,133,0,1307,1440,1440,0,1440,0,0,2,0,4,2,8,NA,0,0,0,0,0,9,2008,118000
50,52,6240,5,7,1930,1992,0,0,1078,1078,1128,445,1573,0,0,2,0,3,1,8,1930,2,360,0,0,0,6,2008,162900
120,53,3922,7,5,2006,2007,0,0,1258,1258,1258,0,1258,0,0,2,0,2,1,6,2007,3,648,144,0,0,6,2007,172500
60,70,8750,7,5,1994,1995,642,0,273,915,933,975,1908,1,0,2,1,4,1,8,1994,2,493,144,0,0,7,2008,210000
20,73,9855,6,5,1956,1956,0,0,1436,1436,1689,0,1689,0,0,1,0,3,1,7,1956,2,480,0,0,0,11,2009,127500
20,137,16492,6,6,1966,2002,247,713,557,1517,1888,0,1888,0,0,2,1,2,1,6,1966,2,578,0,0,0,6,2010,190000
60,NA,11214,7,5,1998,1999,0,0,930,930,956,930,1886,0,0,2,1,4,1,10,1998,2,431,89,0,0,7,2006,199900
50,50,8600,6,6,1937,1950,0,0,780,780,780,596,1376,0,0,2,0,3,1,7,1937,1,198,0,0,0,6,2006,119500
50,50,6000,3,7,1948,2002,331,0,318,649,679,504,1183,0,0,1,1,2,1,6,1981,1,308,0,0,0,6,2007,120000
30,70,5684,6,8,1930,2005,0,0,813,813,813,0,813,0,0,1,0,2,1,5,1932,1,270,0,0,0,6,2006,110000
20,62,70761,7,5,1975,1975,655,0,878,1533,1533,0,1533,1,0,2,0,2,1,5,1975,2,576,200,0,0,12,2006,280000
60,NA,9303,6,5,1996,1997,742,0,130,872,888,868,1756,1,0,2,1,3,1,7,1996,2,422,144,0,0,7,2007,204000
60,75,9000,8,5,2008,2008,0,0,768,768,786,804,1590,0,0,2,1,3,1,6,2008,2,676,0,0,0,6,2009,210000
90,63,9297,5,5,1976,1976,1606,0,122,1728,1728,0,1728,2,0,2,0,4,2,8,1976,2,560,0,0,0,7,2006,188000
20,80,9600,7,6,1973,1973,916,0,326,1242,1242,0,1242,0,0,1,1,3,1,6,1973,2,528,0,0,0,9,2007,175500
70,34,4571,5,5,1916,1950,0,0,624,624,624,720,1344,0,0,1,0,4,1,7,1916,3,513,0,0,0,5,2008,98000
20,NA,53227,4,6,1954,1994,1116,0,248,1364,1663,0,1663,1,0,1,0,2,1,6,1954,2,529,224,0,0,3,2008,256000
70,NA,5100,8,7,1925,1996,0,0,588,588,833,833,1666,0,0,1,0,3,1,7,1925,1,228,192,0,0,6,2008,161000
50,NA,7015,5,4,1950,1950,185,0,524,709,979,224,1203,1,0,1,0,3,1,5,1950,1,352,0,0,0,7,2009,110000
60,75,8004,8,5,2009,2009,544,0,288,832,832,1103,1935,1,0,2,1,3,1,8,2009,2,552,0,0,0,12,2009,263435
70,60,7200,7,9,1936,2007,350,210,0,560,575,560,1135,1,0,1,0,3,1,6,1971,2,576,256,0,0,4,2009,155000
20,60,8281,5,5,1965,1965,553,311,0,864,864,0,864,0,0,1,0,3,1,5,1965,1,360,0,0,0,12,2009,62383
70,74,11988,6,7,1934,1995,326,0,389,715,849,811,1660,0,0,1,1,3,1,6,1939,1,240,0,0,0,8,2008,188700
20,60,8430,5,5,1978,1978,616,0,424,1040,1040,0,1040,0,0,2,0,3,1,5,NA,0,0,0,0,0,8,2009,124000
120,NA,3072,7,5,2004,2004,0,0,1375,1375,1414,0,1414,0,0,2,0,2,1,6,2004,2,398,144,0,0,5,2006,178740
20,85,10628,7,5,1970,1970,778,0,499,1277,1277,0,1277,1,0,1,0,2,1,5,1970,2,526,0,176,0,4,2007,167000
70,79,9480,5,7,1942,1995,386,0,342,728,888,756,1644,0,0,1,1,3,1,7,1942,1,312,168,0,0,6,2007,146500
20,98,11428,8,5,2006,2006,0,0,1626,1626,1634,0,1634,0,0,2,0,3,1,7,2006,3,866,0,0,0,5,2007,250000
60,76,9291,6,5,1993,1993,426,0,406,832,832,878,1710,0,0,2,1,3,1,7,1993,2,506,144,0,0,6,2008,187000
120,NA,6820,8,5,1985,1985,368,1120,0,1488,1502,0,1502,1,0,1,1,1,1,4,1985,2,528,0,140,0,6,2010,212000
60,92,11952,7,6,1977,1977,0,0,808,808,1161,808,1969,0,0,2,1,3,1,8,1977,2,534,0,276,0,11,2007,190000
180,35,3675,6,5,2005,2005,459,0,88,547,1072,0,1072,1,0,1,0,2,1,5,2005,2,525,0,0,0,6,2008,148000
20,110,14977,8,5,2006,2007,1350,0,626,1976,1976,0,1976,1,0,2,0,2,1,7,2006,3,908,250,0,0,7,2007,440000
120,41,5330,8,5,2000,2000,1196,0,298,1494,1652,0,1652,1,0,2,0,2,1,6,2000,2,499,96,0,0,8,2007,251000
20,80,8480,5,6,1963,1963,630,0,340,970,970,0,970,1,0,1,0,2,1,5,1996,2,624,0,192,0,7,2007,132500
20,75,13125,6,5,1997,1998,994,0,484,1478,1493,0,1493,1,0,2,0,3,1,7,1997,2,508,140,0,0,4,2008,208900
60,105,13693,9,5,2006,2006,0,0,2153,2153,2069,574,2643,0,0,2,1,3,1,9,2006,3,694,414,0,0,3,2007,380000
20,79,10637,8,5,2007,2008,1288,0,417,1705,1718,0,1718,1,0,2,0,3,1,7,2007,3,826,208,0,0,9,2009,297000
30,50,5925,4,7,1937,2000,168,0,739,907,1131,0,1131,0,0,1,0,2,1,7,1995,2,672,0,0,0,3,2007,89471
20,98,16033,9,5,2004,2005,1261,0,572,1833,1850,0,1850,1,0,2,0,3,1,8,2004,3,772,519,0,0,3,2006,326000
20,72,11846,9,5,2003,2004,1567,0,225,1792,1792,0,1792,1,0,2,0,2,1,6,2003,3,874,206,0,0,8,2006,374000
70,50,2500,7,8,1915,2005,299,0,611,910,916,910,1826,1,0,1,1,4,1,7,1915,1,164,0,0,0,6,2009,155000
120,32,4500,6,5,1998,1998,897,0,319,1216,1216,0,1216,1,0,2,0,2,1,5,1998,2,402,0,0,0,5,2006,164000
20,NA,7758,5,7,1962,2001,588,0,411,999,999,0,999,1,0,1,0,3,1,6,1963,1,264,0,0,0,3,2007,132500
20,80,9600,5,7,1950,2007,607,0,506,1113,1113,0,1113,0,0,1,0,3,1,5,1950,1,264,0,0,0,7,2009,147000
20,79,10289,5,7,1965,1965,836,0,237,1073,1073,0,1073,1,0,1,1,3,1,6,1965,2,515,0,0,0,6,2007,156000
20,70,12243,5,6,1971,1971,998,0,486,1484,1484,0,1484,0,0,2,0,3,1,7,1971,2,487,224,180,0,2,2007,175000
190,60,10800,5,4,1900,1970,664,0,290,954,1766,648,2414,0,0,2,0,3,2,10,1970,2,520,142,0,0,5,2006,160000
180,21,1526,4,8,1970,2002,515,0,115,630,630,0,630,1,0,1,0,1,1,3,1970,1,286,0,0,0,5,2009,86000
160,NA,2665,5,6,1976,1976,0,0,264,264,616,688,1304,0,0,1,1,3,1,4,1976,1,336,141,0,0,6,2008,115000
50,79,9490,6,7,1941,1950,403,165,238,806,958,620,1578,1,0,1,0,3,1,5,1941,1,240,0,0,0,8,2006,133000
60,105,15578,6,5,2006,2006,0,0,728,728,728,728,1456,0,0,2,1,3,1,8,2006,2,429,0,0,0,5,2006,172785
20,70,7931,5,6,1960,1960,374,532,363,1269,1269,0,1269,0,0,1,1,3,1,6,1964,1,308,0,0,0,6,2008,155000
30,50,5784,5,8,1938,1996,0,0,190,190,886,0,886,0,0,1,0,2,1,4,1938,1,273,144,0,0,12,2009,91300
30,60,7879,4,5,1920,1950,495,0,225,720,720,0,720,0,0,1,0,2,1,4,NA,0,0,0,0,0,11,2009,34900
20,NA,12692,8,5,1992,1993,1231,0,1969,3200,3228,0,3228,1,0,3,0,4,1,10,1992,2,546,264,0,0,5,2007,430000
50,60,9120,7,6,1925,1950,329,0,697,1026,1133,687,1820,1,0,2,0,4,1,8,1925,1,240,0,0,0,6,2008,184000
20,65,7800,5,7,1967,2004,450,0,414,864,899,0,899,0,0,1,0,3,1,5,1967,1,288,64,0,0,6,2009,130000
20,70,7535,5,7,1958,1985,111,279,522,912,912,0,912,0,1,1,0,2,1,5,1958,1,297,12,0,0,6,2007,120000
160,21,1890,6,5,1973,1973,356,0,316,672,672,546,1218,0,0,1,1,3,1,7,1973,1,264,144,0,0,5,2007,113000
60,75,9803,7,5,2005,2005,400,0,466,866,866,902,1768,0,0,2,1,3,1,7,2005,2,603,0,0,0,2,2008,226700
20,70,9170,5,7,1965,1965,698,96,420,1214,1214,0,1214,1,0,1,0,2,1,6,1965,2,461,0,0,0,4,2007,140000
20,100,15602,7,8,1959,1997,1247,0,254,1501,1801,0,1801,1,0,2,0,1,1,6,1959,2,484,0,161,0,3,2010,289000
160,24,2308,6,5,1974,1974,257,495,103,855,855,467,1322,0,1,2,1,3,1,6,1974,2,440,260,0,0,6,2009,147000
90,60,7596,5,5,1952,1952,0,0,960,960,960,1000,1960,0,0,2,0,4,2,10,1952,2,400,0,0,0,7,2009,124500
60,80,9554,8,5,1993,1994,380,0,397,777,1065,846,1911,0,0,2,1,3,1,8,1993,2,471,182,0,0,9,2006,215000
20,75,7862,6,5,2009,2009,27,0,1191,1218,1218,0,1218,0,0,2,0,2,1,4,2009,2,676,0,0,0,9,2009,208300
70,60,9600,7,9,1928,2005,141,0,548,689,689,689,1378,0,0,2,0,3,1,7,1928,2,360,0,0,0,10,2008,161000
20,80,9600,5,6,1959,1959,991,0,50,1041,1041,0,1041,1,0,1,0,3,1,6,1959,1,270,224,0,0,7,2009,124500
20,75,14559,5,7,1951,2000,650,180,178,1008,1363,0,1363,1,0,1,0,2,1,6,1951,1,288,324,168,0,6,2009,164900
120,40,6792,7,5,2005,2006,0,0,1368,1368,1368,0,1368,0,0,2,0,2,1,6,2005,2,474,132,0,0,3,2006,202665
20,70,9100,5,5,1958,1958,521,174,169,864,864,0,864,1,0,1,0,3,1,5,1964,2,624,0,0,0,7,2006,129900
20,71,9187,6,5,1983,1983,336,0,748,1084,1080,0,1080,0,0,1,1,3,1,5,1983,2,484,120,0,0,6,2007,134000
45,55,10594,5,5,1926,1950,0,0,768,768,789,0,789,0,0,1,0,2,1,5,1926,1,200,0,0,0,6,2007,96500
20,94,12220,10,5,2009,2009,1436,0,570,2006,2020,0,2020,1,0,2,1,3,1,9,2009,3,900,156,0,0,9,2009,402861
80,NA,10448,6,6,1972,1972,0,0,689,689,1378,741,2119,0,0,2,1,3,1,7,1972,2,583,0,0,0,8,2009,158000
60,79,10208,7,5,1996,1997,0,0,1264,1264,1277,1067,2344,0,0,2,1,3,1,7,1996,3,889,220,0,0,7,2009,265000
60,NA,9531,6,5,1998,1998,706,0,88,794,882,914,1796,1,0,2,1,3,1,7,1998,2,546,0,0,0,5,2007,211000
70,53,10918,7,9,1926,2004,0,0,1276,1276,1276,804,2080,0,0,1,1,3,1,9,1926,1,282,0,145,0,6,2009,234000
190,60,10800,4,7,1900,2000,0,0,0,0,694,600,1294,0,0,2,0,3,2,7,NA,0,0,220,0,0,8,2008,106250
20,90,11988,6,6,1957,1957,777,0,467,1244,1244,0,1244,0,0,1,1,3,1,6,1957,1,336,0,0,0,5,2007,150000
50,50,5000,6,7,1947,1950,399,0,605,1004,1004,660,1664,0,0,2,0,3,1,7,1950,2,420,0,0,0,10,2006,159000
60,130,40094,10,5,2007,2008,2260,0,878,3138,3138,1538,4676,1,0,3,1,3,1,11,2007,3,884,208,0,0,10,2007,184750
60,95,11787,7,5,1996,1997,719,0,660,1379,1383,1015,2398,1,0,2,1,3,1,8,1996,3,834,239,0,0,8,2007,315750
20,62,7500,7,5,2005,2005,0,0,1257,1257,1266,0,1266,0,0,2,0,3,1,6,2005,2,453,38,0,0,4,2006,176000
20,70,13300,5,7,1956,2000,377,0,551,928,928,0,928,0,0,1,0,2,1,4,1956,1,252,261,0,0,6,2007,132000
60,67,14948,9,5,2008,2008,1330,0,122,1452,1476,1237,2713,1,0,2,1,3,1,11,2008,3,858,126,0,0,11,2008,446261
30,58,9098,4,7,1920,2002,348,0,180,528,605,0,605,1,0,1,0,2,1,5,NA,0,0,0,0,0,7,2007,86000
20,NA,32668,6,3,1957,1975,1219,0,816,2035,2515,0,2515,1,0,3,0,4,2,9,1975,2,484,0,0,0,3,2007,200624
80,85,10200,6,5,1988,1989,783,0,678,1461,1509,0,1509,1,0,2,0,3,1,5,1988,2,600,224,0,0,8,2008,175000
70,60,6155,6,8,1920,1999,0,0,611,611,751,611,1362,0,0,2,0,3,1,6,1920,2,502,0,0,0,6,2008,128000
20,60,7200,5,7,1955,2007,0,0,0,0,827,0,827,0,0,1,0,2,1,5,1967,1,392,0,0,0,4,2010,107500
20,50,5000,1,3,1946,1950,0,0,0,0,334,0,334,0,0,1,0,1,1,2,NA,0,0,0,0,0,1,2007,39300
60,74,9056,8,5,2004,2004,0,0,707,707,707,707,1414,0,0,2,1,3,1,6,2004,2,403,100,0,0,10,2006,178000
190,70,7000,5,7,1910,1991,969,0,148,1117,820,527,1347,1,0,1,0,3,1,5,NA,0,0,85,0,0,1,2008,107500
60,57,8924,7,5,1998,1999,0,0,880,880,880,844,1724,0,0,2,1,3,1,8,1998,2,527,120,0,0,7,2008,188000
20,NA,12735,4,5,1972,1972,600,0,264,864,864,0,864,0,0,1,0,3,1,5,1980,2,576,216,0,0,4,2008,111250
20,NA,11553,5,5,1968,1968,673,0,378,1051,1159,0,1159,0,0,1,1,3,1,7,1968,1,336,466,0,0,7,2006,158000
20,NA,11423,8,5,2001,2002,1358,0,223,1581,1601,0,1601,1,0,2,0,3,1,6,2001,2,670,180,0,0,5,2010,272000
20,85,14601,9,5,2006,2006,1260,0,578,1838,1838,0,1838,1,0,2,0,2,1,8,2006,3,765,270,0,0,3,2009,315000
60,NA,11000,8,5,2000,2000,0,0,969,969,997,1288,2285,0,0,2,1,4,1,8,2000,3,648,0,0,0,6,2007,248000
20,78,10140,7,5,1998,1999,144,1127,379,1650,1680,0,1680,1,0,2,0,3,1,7,1998,2,583,78,0,0,6,2009,213250
120,34,4058,7,5,1998,1998,584,139,0,723,767,0,767,1,0,1,0,1,1,4,1998,1,367,120,0,0,6,2007,133000
60,58,17104,7,5,2006,2006,554,0,100,654,664,832,1496,1,0,2,1,3,1,7,2006,2,426,100,0,0,9,2006,179665
50,NA,13837,7,5,1988,1988,1002,202,0,1204,1377,806,2183,0,0,2,1,4,1,9,1988,3,786,0,0,0,2,2006,229000
50,70,8737,6,7,1923,1950,300,0,765,1065,915,720,1635,0,0,1,1,3,1,6,1950,2,440,0,0,0,5,2007,210000
85,54,7244,5,7,1970,1970,619,0,149,768,768,0,768,1,0,1,0,2,1,5,1987,2,624,104,0,0,4,2007,129500
20,49,8235,5,7,1955,1995,180,645,0,825,825,0,825,1,0,1,0,2,1,4,1963,2,720,140,0,0,6,2008,125000
60,75,9375,7,5,2003,2004,0,0,912,912,912,1182,2094,0,0,2,1,4,1,8,2003,2,615,182,0,0,11,2009,263000
120,53,4043,6,6,1977,1977,559,0,510,1069,1069,0,1069,0,0,2,0,2,1,4,1977,2,440,0,200,0,10,2008,140000
20,50,6000,5,6,1957,1957,308,0,620,928,928,0,928,0,0,1,0,3,1,5,1957,1,288,0,0,0,6,2008,112500
20,87,11146,8,5,2006,2006,0,0,1709,1709,1717,0,1717,0,0,2,0,3,1,7,2006,3,908,169,0,0,7,2009,255500
20,67,8777,4,5,1949,2003,0,0,0,0,1126,0,1126,0,0,2,0,2,1,5,2002,2,520,0,0,0,5,2009,108000
60,85,10625,7,5,2003,2004,866,0,132,998,1006,1040,2046,1,0,2,1,3,1,8,2003,3,871,320,0,0,8,2008,284000
45,58,6380,5,6,1922,1950,0,0,993,993,1048,0,1048,0,0,1,0,2,1,5,1922,1,280,0,0,0,8,2006,113000
20,69,14850,5,5,1957,1957,895,0,197,1092,1092,0,1092,1,0,1,0,2,1,6,1957,1,299,268,122,0,5,2006,141000
50,60,11040,4,6,1920,1950,637,0,0,637,897,439,1336,0,0,1,1,3,1,7,1994,1,570,0,0,0,9,2006,108000
60,57,21872,7,5,1996,1997,604,0,125,729,729,717,1446,0,1,2,1,3,1,6,1996,2,406,264,0,0,8,2008,175000
120,NA,3196,7,5,2003,2004,0,0,1374,1374,1557,0,1557,0,0,2,0,2,1,7,2003,2,420,143,0,0,10,2006,234000
20,NA,11341,5,6,1957,1996,1302,0,90,1392,1392,0,1392,1,0,1,1,3,1,5,1957,2,528,0,95,0,5,2010,121500
20,77,10010,5,5,1974,1975,1071,123,195,1389,1389,0,1389,1,0,1,0,2,1,6,1975,2,418,240,0,0,4,2006,170000
30,63,13907,5,6,1940,1969,290,0,706,996,996,0,996,1,0,1,0,3,1,6,NA,0,0,144,0,0,7,2008,108000
50,66,21780,6,7,1918,1950,0,0,1163,1163,1163,511,1674,0,0,2,0,4,1,8,1955,2,396,72,144,0,7,2008,185000
60,NA,13346,7,5,1992,2000,728,0,367,1095,1166,1129,2295,1,0,2,1,4,1,9,1992,2,590,0,0,0,7,2006,268000
70,66,6858,6,4,1915,1950,0,0,806,806,841,806,1647,1,0,1,1,4,1,6,1920,1,216,0,0,0,5,2010,128000
60,77,11198,9,5,2005,2007,0,0,1122,1122,1134,1370,2504,0,0,2,1,4,1,11,2005,3,656,144,0,0,6,2008,325000
20,70,10171,7,5,2004,2004,2,0,1515,1517,1535,0,1535,0,0,2,0,3,1,7,2004,2,532,0,0,0,3,2010,214000
50,79,12327,8,8,1983,2009,1441,0,55,1496,1496,636,2132,1,0,1,1,1,1,5,1983,2,612,349,0,0,9,2009,316600
90,NA,7032,5,5,1979,1979,943,0,0,943,943,0,943,1,0,1,0,2,1,4,1979,2,600,42,0,0,12,2006,135960
90,74,13101,5,5,1965,1965,231,0,1497,1728,1728,0,1728,0,0,2,0,6,2,10,1987,2,576,0,0,0,11,2008,142600
20,60,7332,6,6,1959,1959,414,0,450,864,864,0,864,1,0,1,0,2,1,4,1959,1,288,168,0,0,10,2006,120000
60,83,13159,7,5,2009,2009,0,0,846,846,846,846,1692,0,0,2,1,3,1,6,2009,2,650,208,0,0,7,2009,224500
80,76,9967,7,5,2000,2000,0,0,384,384,774,656,1430,0,0,2,1,3,1,8,2000,2,400,100,0,0,12,2007,170000
80,70,10500,5,7,1971,2005,349,0,23,372,576,533,1109,0,1,1,0,3,1,5,1971,1,288,35,0,0,12,2007,139000
50,80,8480,5,5,1947,1950,442,0,390,832,832,384,1216,0,0,1,0,2,1,6,1947,1,336,158,0,0,10,2008,118500
50,52,6292,7,7,1928,1950,0,0,861,861,877,600,1477,0,1,2,0,3,1,6,1928,1,216,0,0,0,8,2009,145000
80,96,11777,5,6,1966,1966,328,551,285,1164,1320,0,1320,1,0,1,0,3,1,6,1966,2,564,160,0,0,5,2006,164500
160,34,3604,7,5,2007,2007,0,0,689,689,703,689,1392,0,0,2,0,2,1,5,2007,2,540,0,0,0,2,2008,146000
50,81,12150,5,5,1954,1954,0,0,1050,1050,1050,745,1795,0,0,2,0,4,1,7,1954,1,352,0,0,0,11,2008,131500
20,NA,14585,6,6,1960,1987,594,219,331,1144,1429,0,1429,0,1,1,0,3,1,7,1960,2,572,216,0,0,6,2007,181900
20,98,12704,8,5,2008,2009,0,0,2042,2042,2042,0,2042,0,0,2,1,3,1,8,2009,3,1390,0,0,0,8,2009,253293
90,81,11841,6,5,1990,1990,816,0,0,816,816,0,816,1,0,1,0,3,1,5,NA,0,0,0,0,0,5,2007,118500
75,75,13500,10,9,1893,2000,0,0,1237,1237,1521,1254,2775,0,0,3,1,3,1,9,1988,2,880,105,0,0,7,2008,325000
50,51,6120,4,7,1935,1995,0,0,884,884,989,584,1573,0,0,1,0,3,1,6,1935,1,240,0,120,0,7,2009,133000
20,88,11443,8,5,2005,2006,1460,0,408,1868,2028,0,2028,1,0,2,0,2,1,7,2005,3,880,326,0,0,3,2006,369900
30,55,10267,6,7,1918,2000,210,606,0,816,838,0,838,1,0,1,0,2,1,5,1961,1,275,0,0,0,5,2008,130000
85,74,8740,5,6,1982,1982,672,0,168,840,860,0,860,1,0,1,0,2,1,4,1996,2,528,0,0,0,7,2009,137000
20,65,25095,5,8,1968,2003,1324,0,113,1437,1473,0,1473,2,0,1,0,1,1,5,1968,1,452,0,60,0,6,2009,143000
40,50,9100,5,6,1930,1960,0,0,742,742,779,0,935,0,0,1,0,2,1,4,1988,1,308,0,0,0,8,2008,79500
60,64,8320,7,5,2004,2004,490,0,280,770,770,812,1582,0,0,2,1,3,1,6,2004,2,520,0,0,0,9,2008,185900
60,97,13478,10,5,2008,2008,1338,0,384,1722,1728,568,2296,1,0,2,1,3,1,10,2008,3,842,382,0,0,6,2009,451950
20,60,6600,5,8,1982,2003,816,0,0,816,816,0,816,1,0,1,0,2,1,4,1985,2,816,0,0,0,6,2008,138000
120,NA,4435,6,5,2003,2003,685,0,163,848,848,0,848,1,0,1,0,1,1,4,2003,2,420,140,0,0,5,2009,140000
20,88,7990,5,6,1975,1975,0,0,924,924,924,0,924,0,0,1,0,3,1,5,1981,1,280,0,0,0,4,2008,110000
20,69,11302,8,5,2005,2006,1422,0,392,1814,1826,0,1826,1,0,2,0,3,1,7,2005,3,758,180,120,0,8,2006,319000
70,60,3600,6,7,1910,1993,0,0,684,684,684,684,1368,0,0,1,0,3,1,7,1930,1,216,0,0,0,10,2006,114504
120,53,3922,7,5,2006,2007,0,0,1258,1258,1402,0,1402,0,2,0,2,2,1,7,2006,3,648,120,0,0,2,2007,194201
20,80,12984,5,6,1977,1977,1283,147,0,1430,1647,0,1647,1,0,2,0,3,1,7,1977,2,621,0,0,0,3,2006,217500
